Gene	Chi^2-statistic of rep3	pvalue of rep3	BH-corrected P-value of rep3	Chi^2-statistic of rep2	pvalue of rep2	BH-corrected P-value of rep2	Chi^2-statistic of rep1	pvalue of rep1	BH-corrected P-value of rep1	Average Chi^2-statistic	Number of detected	combined_pvalue	BH-corrected combined pvalue
BPI	132.1645393380737	1.847489476672597e-28	4.6615076585097024e-26	69.61062952030419	5.171677286323456e-15	4.614285401019705e-13	135.24722101704248	4.0005489112464766e-29	1.3065018444341722e-26	112.34079662514013	3	3.573835075601443e-67	1.1421783721347854e-64
TPSB2	103.42469243530977	2.851053968788714e-22	4.713087147025206e-20	95.96492467303757	1.1453403348321875e-20	1.839416577740493e-18	115.4554369909196	7.345672198858653e-25	1.6166866378531527e-22	104.94835136642229	3	1.8452549495926295e-62	5.45503494473321e-60
S100A12	63.200180658915436	1.2169422351999892e-13	7.937443640202378e-12	4.058267370140956	0.2552406564139793	0.7259442046059932	239.29748062892955	1.35028384180028e-51	9.764481153132887e-49	102.18530955266199	3	1.0610250339481126e-60	2.9178188433573098e-58
CSTA	86.39906767253855	1.299623454314188e-18	1.4834273428529087e-16	76.05657813094301	2.1509679027905816e-16	2.2207207190667904e-14	115.99095791036615	5.632907168367394e-25	1.2960807311943523e-22	92.81553457128256	3	9.647437509382859e-55	2.112610158304672e-52
MNDA	94.02752093195885	2.987432426682018e-20	4.1512321894242316e-18	67.7960216769617	1.2650070539847136e-14	1.0508282734652325e-12	115.87724637041005	5.95957568229175e-25	1.3407720935004818e-22	92.56692965977686	3	1.3877664377346128e-54	2.9836978411294183e-52
PLG				210.8720114112086	1.8867706998592926e-45	1.1363076539902595e-42				210.8720114112086	1	1.886770699859321e-45	3.056310072032393e-43
IGF2BP3	62.76790174858332	1.5055424147069254e-13	9.75347342716892e-12	83.36677653587589	5.816876566675731e-18	7.375187183748336e-16	85.51774841670536	2.0091726890820207e-18	2.7121152405688503e-16	77.21747556705485	3	7.382473022099795e-45	1.163969913151068e-42
HMGA2	87.56420968159789	7.3055727613388795e-19	8.542174589721608e-17				131.92908700072874	2.0764828063093087e-28	6.569472478461077e-26	109.74664834116331	2	1.3344515601379629e-44	2.0493363244975855e-42
MLYCD	6.693521926209392	0.0823350798820452	0.3773559970884559	1.5913152536314843	0.6613606271382477	0.9850892935548466	191.23396898715146	3.304055241400993e-41	2.2300170175962433e-38	66.50626872233079	3	4.179131129307299e-38	4.9418225604058825e-36
RETN	77.56284730666567	1.0225944433843112e-16	9.078366225156271e-15	46.275023534873114	4.956988382485964e-10	2.356852305278029e-08	74.28257725173944	5.162494869148096e-16	4.8393609310421603e-14	66.0401493644261	3	8.206422193831556e-38	9.421450722529916e-36
DEFA3	96.73649699452349	7.817963705047208e-21	1.1898196191109943e-18				60.57487200290038	4.430164864369929e-13	3.0304722356000784e-11	78.65568449871193	2	2.1965558246868274e-31	1.9098729872736567e-29
PRR12	2.712600443906346	0.4380902262647533	0.8950370955521958	142.89047485454012	8.998650823481937e-31	2.322616053617999e-28	1.5924123933645762	0.6611114798727347	0.9934826513628569	49.06516256393704	3	3.3585169922184634e-27	2.4515100884557607e-25
FCN1	50.66283300693489	5.771944573213917e-11	2.8823648212486994e-09	13.550029479839294	0.0035862538476979	0.0403077084872674	75.26988723241156	3.1714755605752877e-16	3.087309478390791e-14	46.494249906395254	3	1.3191787245841475e-25	9.069353731516012e-24
GCA	43.80461196531426	1.6605217173120824e-09	6.8625354420639e-08	56.160965288303224	3.881459157560309e-12	2.5045808331864604e-10	37.86382038777881	3.020471555248024e-08	1.0921162151903922e-06	45.9431325471321	3	2.893784468422877e-25	1.9332769118135885e-23
SPRY1				31.276345554306012	7.43446475668764e-07	2.3879500798480704e-05	84.97077618664018	2.632867692418023e-18	3.50725691026843e-16	58.12356087047309	2	9.99709082660542e-23	6.0623384115184155e-21
PLXDC2	9.269381619122203	0.0259156479335003	0.1704247135709197	98.12631418960012	3.929475040475392e-21	6.454162753980831e-19	13.055871271905325	0.0045173253315779	0.0457334016568949	40.150522360209216	3	1.0799793058918307e-21	6.26017416282887e-20
RPS4Y1	76.94235844694532	1.3891215217019526e-16	1.2108088318253022e-14	4.139319988701865	0.2468077582716748	0.7137573705599817	36.72787943082575	5.253587645488573e-08	1.8152669393490208e-06	39.26985262215765	3	3.749630716625817e-21	2.101392569862573e-19
DDX3Y	22.309477442536057	5.623976576624077e-05	0.0010022804352541	28.32764724812351	3.100030888423356e-06	8.486334557058937e-05	39.77245896726426	1.1906555910174404e-08	4.6721694587056464e-07	30.13652788597461	3	1.3473399979581573e-15	5.49389499167421e-14
SERPINA1	20.751934209842656	0.0001185315754768	0.0019730568501255	30.31679284219955	1.1837208717914805e-06	3.579393615245618e-05	31.284801730251107	7.404039694714027e-07	2.1174716912227345e-05	27.45117626076444	3	5.500003822465855e-14	1.9530794354552173e-12
GLRX	17.221140385892696	0.0006364526646389	0.0083364865417462	31.371707808358487	7.098465847311671e-07	2.3004759048664325e-05	32.49867520084756	4.1083766785860405e-07	1.249045210030182e-05	27.030507798366248	3	9.806745570976652e-14	3.3710687900232246e-12
CES5A	59.7471822730421	6.656678532935156e-13	4.039508466695081e-11							59.7471822730421	1	6.656678532935156e-13	2.180477109472527e-11
LRRC4	26.676486604372172	6.882225586516234e-06	0.0001496298841803	6.173321529076677	0.1034755894804395	0.4548771807634651	37.508366567801815	3.5918098077047635e-08	1.275911666428176e-06	23.45272490041688	3	1.2952799366100575e-11	3.791258725349983e-10
SOCS2	57.397238872113896	2.114031593028201e-12	1.2137326295781068e-10				4.829685715673987	0.1847017213867375	0.6293908540287211	31.11346229389395	2	1.5862082333428176e-11	4.574856672994833e-10
ATIC	18.33893891173031	0.0003744292403359999	0.0053106916513936	13.759240323621574	0.0032518772019820004	0.0374821635386353	25.279765159764533	1.3494446125978265e-05	0.0002976422060553	19.12598146503881	3	4.277602031091623e-09	9.653176339247793e-08
ZNF79							40.80728170422058	7.184501578993732e-09	2.9211202403908646e-07	40.80728170422058	1	7.184501578993732e-09	1.570364716665451e-07
EPB41L1	30.031636303951426	1.3590713524405544e-06	3.456439291034492e-05				15.870864141535266	0.0012052481604707	0.0156034940877308	22.951250222743344	2	3.095860994696325e-08	6.225944942565315e-07
GNAI1	21.878697159782266	6.91339934659839e-05	0.0012095925718099	15.552804518665631	0.0014002990950486	0.0188453660333639	15.109671357858053	0.001725285575968	0.0209433946895684	17.513724345435318	3	3.570738855787385e-08	7.168758398927983e-07
QPRT	15.784825799837652	0.0012551790436861	0.0149313358199291	5.823153729710352	0.12053843917798199	0.49693742152839504	25.95549690500011	9.744236636288964e-06	0.0002236976229156	15.854492144849367	3	3.0814053297835363e-07	5.52085121586217e-06
FCAR	12.144694096061802	0.0069035836127886	0.0619771158046979	6.11619748517236	0.1060918045821793	0.4613269986253971	28.93091793779076	2.315543281885694e-06	6.041896955105867e-05	15.730603173008307	3	3.6146262652777046e-07	6.379545609986397e-06
MAOB	18.354857837588106	0.0003716067802471	0.0052862994198954	9.83142706398063	0.0200547812716212	0.1538597709660367	16.400442315855475	0.0009385458073109	0.0125685684566348	14.86224240580807	3	1.100079618583593e-06	1.7819782862672586e-05
HMGA1	14.490567035456689	0.0023080487255187	0.02500516517545	19.33501301452564	0.00023307738795200002	0.0040984191793905	10.606727691627546	0.0140541076302806	0.1142841651798885	14.810769247203293	3	1.1747184569967528e-06	1.8925130455022614e-05
MXRA7	14.47445982113128	0.0023255679810136	0.0251665302505183				21.954512946525693	6.666824023728346e-05	0.0012227341742069	18.214486383828486	2	2.2748426932538464e-06	3.475454114693377e-05
PADI4	12.80966982721308	0.0050668170482136	0.0482908964793957	1.9074591184234881	0.5918342468834996	0.9581510085634076	28.1192159232866	3.4286705763474752e-06	8.721573094206493e-05	14.278781622974385	3	2.309924980275637e-06	3.515426369595805e-05
RFX2	12.11553989443963	0.0069976697114625	0.0622968033365859	2.01302987170936	0.5697067152307709	0.9510904206451332	27.867238363749657	3.872700960207239e-06	9.75304092565624e-05	13.998602709966214	3	3.292354043778938e-06	4.884828929446167e-05
DDT	16.62985658491427	0.0008420605457804	0.0106232585696619	11.518461781966646	0.0092286362716184	0.0844244991582106	10.460448006602967	0.0150316154726738	0.1200158320546923	12.869588791161293	3	1.3550272830243021e-05	0.00018125789164889563
TXN	10.604966557557242	0.0140654955589002	0.1070317233482027	13.622686688615634	0.0034664363161037	0.0394518665456408	14.360280683082983	0.0024535939851694	0.0280680062213052	12.862644643085286	3	1.3667743013636076e-05	0.0001826226679505612
ITPR3	1.1298886201612963	0.7698641879622019	1.0	4.080735703796773	0.2528770697468937	0.7232064040604673	33.178774232092465	2.9528015614013505e-07	9.169988652646403e-06	12.796466185350175	3	1.4838950006988436e-05	0.0001971579593625149
MID1							25.004816899870328	1.5404732758913432e-05	0.0003325320137553	25.004816899870328	1	1.5404732758913432e-05	0.0002039876426362277
BST1	2.7447402226726805	0.4326776270613329	0.8902388601425023	10.897025596026097	0.0122959300774847	0.1071926256573974	23.603499680347557	3.0223507520026204e-05	0.0006011449707912	12.415088499682113	3	2.3793691981268727e-05	0.0003045026057126653
MLNR				8.422988705040906	0.0380327394588513	0.2383890789844917	21.906207266467728	6.822895496733536e-05	0.0012401255656899	15.164597985754314	2	3.4029652371271826e-05	0.000426723901686415
RPL10	17.693340060732183	0.0005087730855912	0.0068609231289017	2.20049046273058	0.5318517718079872	0.93588817990171	15.742912843034013	0.0012802410569549	0.0164065322286222	11.878914455498927	3	4.5982716945612105e-05	0.0005646372044463791
MAVS	17.38489386582263	0.0005889228664379	0.0078316122654739	9.597868051002305	0.0223126809614103	0.1665844476323479	8.583499390096996	0.0353730074869284	0.2267994476235995	11.855420435640646	3	4.7322963627917246e-05	0.0005774964343654506
LAMA2	3.2744904327797584	0.3512089117644659	0.8239273418149496	27.550923402618736	4.512155527032351e-06	0.0001198873088009	4.564165749293242	0.2066377627128557	0.6618161055694247	11.79652652823058	3	5.085416765670366e-05	0.0006174030108218898
ENOX1	20.02818902105489	0.0001674743686743	0.0026807082585144							20.02818902105489	1	0.0001674743686743979	0.001816866430802528
NAV3							19.267102173077088	0.0002407419434358	0.0038321877914228	19.267102173077088	1	0.00024074194343588588	0.0025170410973734307
FAM117B	0.3749134534075137	0.9453746120873148	1.0				24.410714916972488	2.0503069008736005e-05	0.0004271050836305	12.392814185190005	2	0.00037410835400640134	0.0037143839514069657
PLCG1	12.01980818108466	0.0073156131480094	0.0643505494157015	10.486320643918678	0.0148539797940964	0.1249705610849072	7.279031725139673	0.0635163359741996	0.3396932833612238	9.92838685004767	3	0.00047721058815950655	0.00459903439689174
THAP10							16.73316385313213	0.0008018946899372	0.0109559808919368	16.73316385313213	1	0.0008018946899372992	0.0074023455960254185
LIN28B	10.206098681565859	0.016893064155543	0.124305985512929				12.67017424630587	0.0054069812805213	0.0531459014407753	11.438136463935866	2	0.0008389947781314651	0.007714707038417244
KSR1	21.77536067218736	7.264172014267188e-05	0.0012617550955216	0.4313441481560647	0.9336940640435164	1.0	5.06522155818348	0.1670831267087741	0.6002659953156952	9.090642126175638	3	0.00126096466249303	0.010971969929345168
ECT2	17.610117431819113	0.0005292633991881	0.0071272155497417	6.811369805121112	0.0781593707224794	0.3821771124569412	2.768964828787558	0.4286343731318673	0.8934515943148086	9.06348402190926	3	0.0013008040819835708	0.011252383518255834
PADI2	16.993480457691955	0.0007089277117078	0.0091483161505451	0.9716014392052584	0.8081231087717727	1.0	9.164002491946777	0.027188012875450997	0.1880132802944444	9.043028129614664	3	0.0013316176497236304	0.011468593377991209
FBXO15	15.160174649094913	0.0016847605738312	0.0192074725111704							15.160174649094913	1	0.0016847605738312876	0.014059487498627364
CD177	19.302840105475532	0.0002366777359271	0.0036250257700795				1.6390078671014559	0.6505777439831257	0.9922339680754996	10.470923986288494	2	0.0018792751921916145	0.015315250963243168
YV009	14.920110139454586	0.0018862087988306	0.0210780535701492							14.920110139454586	1	0.0018862087988306298	0.015361170141991868
41160	5.527842869650682	0.1369827572873008	0.5160670636033949	10.276469262408224	0.0163564901106151	0.1320763732172239	10.40123004525254	0.0154460995971414	0.1221689940011408	8.735180725770483	3	0.0018905918988793556	0.01537568721062474
GIMAP1	12.92751320784668	0.00479601352991	0.0462617482140616	3.8945057915822767	0.273083235254996	0.7495528071355322	8.378166813612545	0.0388097006674266	0.2423870509296899	8.4000619376805	3	0.002757535830801573	0.021480804479070227
CYCS	7.824684508732608	0.0497773671315484	0.2765152931965737	7.2774573981434365	0.0635608572512522	0.3350505582456599	9.985516383077503	0.0186896535803397	0.1417333729193704	8.362552763317849	3	0.0028757284511156662	0.022110200867648082
NAT14	16.369430520556786	0.0009524044092848	0.0117827786789979	2.017579510910754	0.5687660404403623	0.9506179866472012	6.293171389131107	0.0981860856855436	0.4445598977998405	8.226727140199548	3	0.0033460944006934307	0.025011103848419602
CDC42BPA	18.99344420880149	0.0002742535386673	0.0041280108771471	2.3916457818987675	0.4951916524110097	0.9225960484594916	2.7631130217618822	0.4296082218730781	0.8936415940503479	8.049401004154046	3	0.004073052867209457	0.029476040486384227
GPCPD1	2.587955038305658	0.4596050982918731	0.9071003874891888	6.730914547805338	0.0809873785921837	0.3917642470453227	14.69625196922043	0.0020955107351509	0.0246972650554923	8.005040518443808	3	0.004277467878111472	0.03072968266018721
SEC14L6	14.84033242552469	0.0019583066205578	0.0217569453973444	1.228587530214967	0.7461563212321021	1.0	7.280750793491343	0.0634677559904758	0.3396128761350834	7.7832235830770005	3	0.0054569814813327155	0.03813759220848662
SLC28A3							12.27650410390349	0.0064935738218161	0.0619029579774643	12.27650410390349	1	0.006493573821816189	0.0439533545752584
PCDHGA4				12.143095641800535	0.0069087095823545	0.0672900864577847				12.143095641800535	1	0.006908709582354553	0.04639153368048983
RNF144B	12.139596588179979	0.006919943579756	0.0620658737536956							12.139596588179979	1	0.006919943579756011	0.046440597520212734
