Gene	Chi^2-statistic of rep3	pvalue of rep3	BH-corrected P-value of rep3	Chi^2-statistic of rep2	pvalue of rep2	BH-corrected P-value of rep2	Chi^2-statistic of rep1	pvalue of rep1	BH-corrected P-value of rep1	Average Chi^2-statistic	Number of detected	combined_pvalue	BH-corrected combined pvalue
PSMB10	14.890642128994553	0.0019125281047320001	0.0212976997307447	20.116409872691694	0.00016056931523500002	0.0029527593923751	54.24736837315674	9.937070609259806e-12	5.65184847461496e-10	29.751473458281	3	2.2973133764505807e-15	9.116017005546347e-14
SLC11A1							69.16510900628536	6.4419784760800114e-15	5.48055378922975e-13	69.16510900628536	1	6.4419784760800114e-15	2.4732595934950044e-13
CSRP1	35.392055982469245	1.0066867096633307e-07	3.144010479560918e-06	20.007683164200674	0.00016912124031799998	0.0030864626358036	27.86143607460676	3.883574475875614e-06	9.756155829718291e-05	27.75372507375889	3	3.626727312942557e-14	1.323643533195856e-12
TMEM206				74.44887481294673	4.755778322173099e-16	4.7736124908812486e-14	0.017641153112593	0.9993801137788572	1.0	37.23325798302966	2	4.9425506817999854e-14	1.776463884871879e-12
CADPS	2.2741504299359394	0.5174910781085515	0.9423940089087924	68.9910240351539	7.0192271848441905e-15	5.898599402891739e-13				35.63258723254492	2	2.2490167397692535e-13	7.533887520615135e-12
FOCAD	9.711255762503136	0.021186971412982	0.1478462022617699	49.77093700259322	8.938882478519619e-11	4.785281753500836e-09	14.651902133307544	0.0021396321854509	0.0250134367731014	24.71136496613464	3	2.34211279420516e-12	7.425062678679899e-11
RAB37	21.99302167743783	6.544957430182687e-05	0.0011535487470696	2.7203269677937265	0.4367839843761071	0.8906991690423607	48.797910394080745	1.4402908719110254e-10	7.14779646432707e-09	24.5037530131041	3	3.1073576918623164e-12	9.695119975269628e-11
CCDC178	41.44294259371149	5.267064865630883e-09	1.9960718550066763e-07	5.4800003016599845	0.1398397263068299	0.5367082857246205	25.35928756890953	1.2987352216447627e-05	0.0002877110587293	24.094076821427013	3	5.4246764187306526e-12	1.6447897090125631e-10
41158	24.524910183043122	1.9407116276688164e-05	0.0003852493392564	10.2917427779197	0.0162422633289044	0.1315951088318301	37.091463305692685	4.40084790443604e-08	1.5363511787762228e-06	23.969372088885173	3	6.4261580726848405e-12	1.92866292409894e-10
EGFR	9.280032578276419	0.0257903418298179	0.1699503762641197	3.0072704284746488	0.390505576967775	0.8617355128995756	58.784908737507656	1.068563170937868e-12	6.979440995209661e-11	23.69073724808625	3	9.380142155240458e-12	2.7592084822318014e-10
LINC00336	53.790120573912155	1.2438698564407928e-11	6.700125945817034e-10							53.790120573912155	1	1.2438698564407881e-11	3.6498166383157124e-10
AKT1S1	61.86787843466215	2.344717353849175e-13	1.4987433325803928e-11	1.338460441309265	0.7200211515449884	0.9930520729419142	7.130606328017347	0.0678493822132162	0.3538934289163323	23.44564840132959	3	1.3077611039660934e-11	3.8183395196047056e-10
CRELD1	13.441846894611366	0.0037722945745842	0.0381929887868147	28.04141531049195	3.5600587912710676e-06	9.636159132777531e-05	28.07645609401433	3.5002721506638466e-06	8.881392294065361e-05	23.186572766372553	3	1.857435124319491e-11	5.318201052076993e-10
ALOX5AP	33.08387616434539	3.092100955303611e-07	8.983958775591216e-06	14.396078012679856	0.0024127210683036	0.0296039646190675	21.6950435438107	7.54900307422648e-05	0.0013526744623622	23.05833257361198	3	2.2094151316559523e-11	6.280368733613374e-10
ASRGL1	27.783635586849236	4.032349225328364e-06	9.183411964952102e-05	24.79321063028625	1.705655565454075e-05	0.0003913261197313	14.94629725860624	0.0018631215078929997	0.0222957944987111	22.507714491913916	3	4.648948206804683e-11	1.3026969797503644e-09
PRSS57	29.588742483896546	1.6841722780684436e-06	4.227184241392731e-05	12.260099551950589	0.0065432604794133	0.0648671378391227	24.91934257544576	1.605183027348395e-05	0.0003457632546569	22.256061537097636	3	6.527270577971642e-11	1.803387256647539e-09
TPM1	25.390170978012645	1.2795579188549462e-05	0.000261586382217	16.850483389039372	0.0007585849284484	0.0112342075366735	23.458689116203903	3.240074487949525e-05	0.0006406741038281	21.899781161085304	3	1.0545566083882921e-10	2.834120885043535e-09
WWC3	48.695900142159566	1.514135099245671e-10	7.0132982278103825e-09	0.3439192669982338	0.9515674463706202	1.0	16.132697320272307	0.0010651131991152	0.0138780000358343	21.72417224314337	3	1.3354300259014632e-10	3.548642709277484e-09
CEBPA	23.411960836214966	3.313613570773684e-05	0.0006205259163394				33.935896597025305	2.0438919223176023e-07	6.486633799856867e-06	28.67392871662014	2	1.5534025694935684e-10	4.0549636609848665e-09
CELF2	17.431070827237207	0.0005761695596977	0.0076940302762982	23.26787086187925	3.5510136407572504e-05	0.0007592655497559	24.105465934180692	2.3744980644131923e-05	0.0004836905111492	21.601469207765717	3	1.5747863486707624e-10	4.1017287605796835e-09
FSD1							46.545254038733404	4.342613856098961e-10	2.0738029565634847e-08	46.545254038733404	1	4.342613856098932e-10	1.0949127686219592e-08
RNASE2	23.84967888731241	2.6851673172362198e-05	0.0005108211158266	16.20555804331892	0.0010290813685687	0.014469204378689	22.25526679071849	5.7720345682676145e-05	0.0010722216141126	20.770167907116605	3	4.798164427879551e-10	1.2071977523335253e-08
IGLL1	24.4091895061321	2.051811866545911e-05	0.0004039583609125	9.16518206345341	0.0271734373241395	0.1921550210778436	27.57609411611473	4.457625511775215e-06	0.0001114296313116	20.38348856190008	3	8.042231037651225e-10	1.973016224486011e-08
DMRTA1							43.07361863656754	2.3740024366947608e-09	1.0359655460817996e-07	43.07361863656754	1	2.3740024366947604e-09	5.536997793671705e-08
ZFP92	42.67050371914206	2.8911048181629663e-09	1.1647022267456524e-07							42.67050371914206	1	2.8911048181629663e-09	6.664193854732371e-08
LIG4	49.930630658304025	8.265620259018023e-11	4.043406481809429e-09	3.0792585221082915	0.3795657712960553	0.8534915460972595	5.079102683379664	0.1660956524482661	0.5986302546764852	19.36299728793066	3	3.12492417046937e-09	7.147432943094836e-08
ETV6	15.179600813699537	0.0016694253357866	0.019078009677619	16.397798313333794	0.0009397195110935	0.0135016956395085	25.11251400355784	1.462629984126352e-05	0.0003198199991208	18.89663771019706	3	5.793509924308694e-09	1.2853331117251466e-07
CD84	23.75600041726752	2.8088131764997126e-05	0.0005322312398474	17.07765646210343	0.0006812214342244	0.0103428304729835	15.484024877531269	0.0014464341737842	0.0181233905636034	18.772560585634068	3	6.8254156475743425e-09	1.5001959113859965e-07
SCARB2	26.148627320688682	8.877865631220504e-06	0.0001874911358417	12.659273089661633	0.0054344963841437	0.0557885019434758	16.761212353110164	0.0007913219369383	0.0108554787121457	18.52303758782016	3	9.486424625016509e-09	2.0470250217302964e-07
KLHL5							39.84805090937859	1.1475314396144985e-08	4.55592482143419e-07	39.84805090937859	1	1.1475314396144985e-08	2.4627149316590645e-07
LIF	27.99353093115277	3.6434098350995568e-06	8.417593614201096e-05				19.928688736056106	0.0001756175194397	0.0028956869166258	23.96110983360444	2	1.2246626848225873e-08	2.6187407320121327e-07
APOA5							39.602827819193294	1.2934109745914217e-08	5.017047014085652e-07	39.602827819193294	1	1.2934109745914217e-08	2.7508245997380506e-07
PPP2R3A							38.547058653589744	2.1647410086656143e-08	8.239036831477696e-07	38.547058653589744	1	2.1647410086656143e-08	4.436405966632736e-07
IGFBP7	25.34626989660007	1.30690426002548e-05	0.0002666084690451	0.7252128383879642	0.8672582175556165	1.0	26.953110356741387	6.0221292079714385e-06	0.0001444740191978	17.674864363909805	3	2.8916858682394685e-08	5.855168731495158e-07
PSMB9	23.950983959850106	2.5575543951829958e-05	0.0004894577153895	9.135405137058251	0.0275437337542513	0.1936367352548388	19.794323008566774	0.0001872428871888	0.0030673899512935	17.626904035158375	3	3.079133017619821e-08	6.202853140264802e-07
LCP2	13.71156758685615	0.0033252448380151	0.0341353827696882	15.53497187126323	0.0014121184706099997	0.0189691081544585	23.17798894036355	3.7076090754057036e-05	0.0007204574717736	17.474842799494308	3	3.7570274165091466e-08	7.504535337875109e-07
NR2E3	36.78508572418726	5.1092212688798544e-08	1.683409399519589e-06							36.78508572418726	1	5.109221268879854e-08	1.0019326949337358e-06
GPX7	5.965689335057997	0.1132914981321287	0.4616399847389928	12.55470693977434	0.0057055624139514	0.0581581094014489	32.630396390896586	3.85386210744432e-07	1.1823181810838267e-05	17.05026422190964	3	6.539824257024572e-08	1.269842723141471e-06
ATP2A3	20.034687566289747	0.0001669557944904	0.0026768765176822	13.806927868316967	0.0031800914442864	0.0369493904627939	16.8691179387995	0.0007519230397975	0.0103853599657718	16.903577791135405	3	7.91650995206128e-08	1.524637299399424e-06
DENND4B	24.13839643643788	2.3371981234143e-05	0.0004536246074351	1.0725001496534123	0.7837164575629842	1.0	25.33573515028037	1.3135526689645302e-05	0.0002903582362575	16.84887724545722	3	8.500536972641851e-08	1.6291547763612626e-06
FYB	9.869657250225169	0.0197072181440668	0.1393457282930033	27.397135783535088	4.860077577450607e-06	0.0001277228387354	11.704890063312778	0.0084655829284201	0.0765912078349646	16.323894365691014	3	1.6802280168458787e-07	3.089999424448292e-06
PLAU	19.009293823578037	0.0002721918296013	0.0041163647669056	10.755079288772853	0.0131267278830083	0.1133415321511362	18.966297743257012	0.0002778208937818	0.0043607112072053	16.243556951869298	3	1.8643541738273445e-07	3.423290078495085e-06
PACAP	28.911768105566182	2.337095698223836e-06	5.672930013815226e-05	9.44719090573076	0.0238998479050659	0.1757112927872952	9.946675548088667	0.0190248939418882	0.1434162518746662	16.101878186461867	3	2.2391736190429602e-07	4.0924618307856265e-06
NUCB2	14.215030240921022	0.0026266013785196	0.0280756455041761	19.2856886567744	0.0002386196495118	0.004185689822869001	14.695859167137067	0.002095897526117	0.0246731006446619	16.06552602161083	3	2.346842985363319e-07	4.276027473331471e-06
RRBP1	22.02138032183278	6.456633525679473e-05	0.0011400773893962	4.6855379298782305	0.1963258549191515	0.6371113396949745	20.76572597470887	0.0001177528050647	0.0020035788209679	15.824214742139961	3	3.2040298481496985e-07	5.7145781228311e-06
PTMA	13.031530353960099	0.0045689130169868	0.0442492303099696	17.962689019175667	0.0004477122140868	0.007080122912922	16.188471417581255	0.0010374210210465	0.0135695741822679	15.727563596905673	3	3.628799222533875e-07	6.395015023317895e-06
MYPN	32.595819748437535	3.9191071645070403e-07	1.1117277956595714e-05							32.595819748437535	1	3.9191071645070403e-07	6.886098398260886e-06
IMPA1	12.360704533536165	0.0062443549991137	0.0571286982170825	12.085298889764047	0.0070966018125039	0.0686574850053092	22.026195158602537	6.441755921751435e-05	0.0011857515809419999	15.490732860634253	3	4.920664840530017e-07	8.519306257579422e-06
CR1	20.161579205932988	0.000157144368446	0.0025365323310783				19.65545305659163	0.0002000632046591	0.0032511073578957	19.90851613126231	2	4.948231697750978e-07	8.542020412540922e-06
MASP1	14.079935716732352	0.0027983411906131	0.0295490036735671				25.653270238659506	1.1272222708777882e-05	0.0002541647721685	19.86660297769593	2	5.139415683651738e-07	8.846228596678572e-06
CLTCL1	30.84139502773049	9.179862085679077e-07	2.4180361999310707e-05				8.790878636067777	0.0322044394333817	0.2129573774157781	19.816136831899133	2	5.379383509000982e-07	9.20567438407187e-06
NRG2	31.438356495037173	6.872676216035172e-07	1.861446880207492e-05							31.438356495037173	1	6.872676216035172e-07	1.1693438310016676e-05
FAM150B							31.209344357918845	7.679986136454226e-07	2.1779322029541338e-05	31.209344357918845	1	7.679986136454226e-07	1.284523848141036e-05
CD34	26.68776375540584	6.8448773296304235e-06	0.0001491560996284	7.180400840005758	0.0663647405298649	0.3433199569143408	11.006875239042035	0.0116887565915222	0.0991096915683176	14.958346611484544	3	9.730843523642227e-07	1.5937288735051154e-05
FLI1	13.477664391378553	0.0037096649236123	0.0376782492453342	19.150687010303127	0.0002544686736754	0.004410180107080999	11.5909455637516	0.0089242130557363	0.0801674649301465	14.73976565514443	3	1.285978406248222e-06	2.054958737011517e-05
IFIT1B	30.05335269370039	1.3448505898615325e-06	3.438513988157966e-05							30.05335269370039	1	1.3448505898615325e-06	2.1403577691941614e-05
IQGAP3	2.810132762792127	0.4218345991092034	0.8830895494015376	25.307365290575262	1.3316248671222668e-05	0.0003218613014947	15.494955384118896	0.0014390027959955	0.0181425458364366	14.537484479162094	3	1.6634864348637597e-06	2.595082729850127e-05
SASH3	6.641431894717486	0.0842485846450324	0.3835590833696919	12.736110069646854	0.0052434686682899	0.0543680746997577	24.031234549131216	2.460769645069718e-05	0.0005002576684073	14.469592171165187	3	1.81333984234873e-06	2.8066418371431593e-05
TIMM21	27.3279747162393	5.0251470367037365e-06	0.0001131011966852	4.159597142109895	0.2447382358052749	0.7097605257482832	11.728074723852078	0.0083751535380732	0.0761815403588982	14.405215527400427	3	1.967757411545559e-06	3.033732906326758e-05
PLP2	17.10826561786781	0.0006714156017996	0.0087229441599658				19.038529627839104	0.0002684292254651	0.0042264035437159	18.073397622853452	2	2.581317499541654e-06	3.89337747858164e-05
UVRAG	40.78911854505103	7.248505529710546e-09	2.693746938715686e-07	1.0366476226544292	0.7923852796777223	1.0	0.7434297582990154	0.8629443494629252	1.0	14.189731975334823	3	2.5856681858354512e-06	3.8949715028667795e-05
GGH	12.626605557589615	0.0055177829702804	0.0518671599206363	17.02939509442643	0.0006969721384308	0.0105376938168199	12.584941958865757	0.0056258390396265	0.054818088967449004	14.080314203627264	3	2.9694498877960006e-06	4.4391586502133646e-05
PLS3	18.179755131017252	0.0004038522031835	0.005644511551201	8.461136156441025	0.0373834561471735	0.2363694117022078	15.459924163210905	0.0014629544973549	0.0183077272326591	14.033605150223062	3	3.1499836496235575e-06	4.691253987002339e-05
SPRED3							27.954478044508985	3.7128273450609184e-06	9.397166010349184e-05	27.954478044508985	1	3.7128273450609184e-06	5.474337076726353e-05
MAP7							27.29915815573845	5.0955643253158925e-06	0.000124909184575	27.29915815573845	1	5.0955643253158925e-06	7.375158891904582e-05
FNBP1	31.38629178643661	7.04843437459083e-07	1.8983255276285642e-05	1.4850745198479671	0.6857193829936192	0.9887657583589158	7.637065636920796	0.0541392911452758	0.3080979109357912	13.502810647735126	3	6.1447772162625925e-06	8.775602727331539e-05
TREX2	6.5350960544871874	0.088288630823287	0.3964924554256097	1.839363707304266	0.606406643305051	0.9646711008508922	31.516751686967	6.616250268890152e-07	1.919281310092948e-05	13.297070482919484	3	7.951223537938969e-06	0.00011153406682814743
HVCN1	10.11557237292519	0.0176088475258441	0.1289790909685209	4.981527790962449	0.1731547781713405	0.6027888159172823	24.653667891369327	1.824130355006317e-05	0.0003887893834543	13.25025601841899	3	8.430577176314396e-06	0.00011797819539635237
ATL1	32.58959301114524	3.930973448007925e-07	1.1118045256489666e-05				0.8527438323311552	0.8368141696943958	1.0	16.7211684217382	2	8.618352733342868e-06	0.00012032115829017642
DNMBP	0.3435821350847353	0.9516338492947573	1.0				32.787936737554816	3.5700462664483954e-07	1.1019252561440104e-05	16.565759436319777	2	9.892161200483008e-06	0.00013649335612101702
LAIR1	9.912379374083141	0.0193258164920874	0.1372562433526925	8.605811527340792	0.0350179804302602	0.2288200222147293	20.642216160093888	0.0001249124312719	0.0021147382177209	13.053469020505938	3	1.0778038130465911e-05	0.0001476828515559205
PSME1	12.948765858036245	0.0047487224220938	0.0458979340554797	14.71013469016882	0.0020818858334279	0.0262121758156517	11.342043010428954	0.0100130588347791	0.0880731604198995	13.000314519544673	3	1.1516052668887085e-05	0.00015598776954133998
GAMT	6.703541961667451	0.0819718331473633	0.3778586231812115	16.062792865209012	0.0011008598851226	0.0153293148165342	16.228082713096217	0.0010181891699256	0.0134395660447552	12.998139179990892	3	1.1547296637453153e-05	0.00015623201686256694
KCNQ3	25.25209477376645	1.3675483870014235e-05	0.000277797752851							25.25209477376645	1	1.3675483870014223e-05	0.0001823140887969765
GPT2	12.201864932385096	0.0067226969253797	0.060751383713988	12.402115200236905	0.0061252788445929	0.061142804157283	13.287516004285	0.0040543468116175	0.0420124944941822	12.630498712302337	3	1.823019278274386e-05	0.00023793822257830698
DBN1	4.6245566520994865	0.201445581612708	0.6399801976483248	7.273259448560937	0.0636797213026728	0.3351881615836973	25.91839690169065	9.920074629739297e-06	0.0002267061750597	12.605404334117026	3	1.8805580446593653e-05	0.00024463805146421335
ALCAM	18.10759884993795	0.0004179359544626	0.0058328528841161	7.945674444796213	0.0471478954589294	0.2756778644673811	11.739359957876328	0.0083314823935955	0.0759207270501901	12.597544417536831	3	1.898946048236945e-05	0.00024675864857584475
N4BP3				24.44522478058063	2.016552089991913e-05	0.0004540069144664				24.44522478058063	1	2.016552089991913e-05	0.0002611799393664225
PCDHGC4	7.328538238156264	0.0621316302747005	0.3168713144009726				24.11273018794721	2.3662192595237184e-05	0.0004829758827302	15.720634213051738	2	2.087571785211196e-05	0.00027008245470593425
CMTM6	26.516670548302603	7.4338918073550336e-06	0.0001598120059392				4.89925558527185	0.1793245406247208	0.6202533820583102	15.707963066787224	2	2.1110003085288108e-05	0.0002728150671951168
PSME2	12.643096702746119	0.0054755818568076	0.0515209802189124	17.004246437663323	0.0007053226081887	0.0106195135195423	7.559867742255922	0.0560399834829615	0.3155443786326486	12.402403627555122	3	2.41691224237246e-05	0.00030897283530869555
LIMD2	15.156487729674152	0.0016876868119646	0.0192179823671227	4.36943573512277	0.2242361923675687	0.6789086561543443	17.55208295460806	0.0005440356006145	0.0078236028702011	12.359335473134994	3	2.5487942868974372e-05	0.0003251293683124293
ACTN1	11.541783311852448	0.0091295868873009	0.0767173348601589	14.846290721764884	0.0019528287275791	0.0248033272657547	10.51520973962427	0.0146580748844895	0.1182456973151969	12.301094591080535	3	2.7384930392763612e-05	0.00034708124533165024
CHCHD6	0.5785115794344095	0.9013335482719894	1.0	1.7988305389988994	0.6151894566803435	0.9677784508987468	34.094639456634866	1.892107639078989e-07	6.061929663935342e-06	12.157327191689394	3	3.2684557110146536e-05	0.0004102918129803427
RUNX1	11.634367274895606	0.0087466169314308	0.0740181492838118	8.716981410171138	0.0333003288222396	0.2218078123486875	15.542702394578175	0.0014069826145801	0.0178276495494483	11.964683693214972	3	4.139995416160133e-05	0.0005126224690690426
ERAP1	11.740109418725147	0.0083285901347194	0.0711082121208284	15.09047273566026	0.0017409434247355	0.0225480253235905	8.946110555829101	0.0300160230771513	0.2020493468305051	11.92556423673817	3	4.3431441251074495e-05	0.0005355336734034993
STK35							22.83036180721766	4.380790096769367e-05	0.0008368135648998	22.83036180721766	1	4.380790096769367e-05	0.0005396129468156017
ST3GAL4	19.883273328848592	0.0001794641863485	0.0028347654344485	2.6345649429091282	0.4514620634332126	0.8965969586237504	13.100043740033453	0.0044251750368395	0.0451617662025847	11.872627337263728	3	4.633766332184303e-05	0.0005684054655402424
ASAH2B				22.71280483637616	4.634960795058519e-05	0.0009653274255299				22.71280483637616	1	4.634960795058519e-05	0.0005679628124514713
REEP2				22.342858866227388	5.534695220107992e-05	0.0011267392212879				22.342858866227388	1	5.534695220107992e-05	0.0006644443754089038
STK16				22.178688747633327	5.98782167000823e-05	0.0012087705924343				22.178688747633327	1	5.9878216700082396e-05	0.0007109035265848134
ATP9B	24.67171333199618	1.80835918494816e-05	0.0003597209100681	2.0771367879917544	0.5565519767807681	0.9472918361268512	7.9687864401335755	0.0466612198179456	0.2777179244190957	11.572545520040505	3	6.68169135880196e-05	0.000785397617473491
SSR4	12.378183413467696	0.0061938180206561	0.0567746913786339	16.979068821756876	0.0007137822795285	0.0107245416510456	4.999327774753748	0.1718463745501716	0.6083121314496286	11.45219333665944	3	7.733718736604153e-05	0.000900110473034883
BBS10	27.55246057737677	4.5088063850583586e-06	0.0001024417905685				0.7098692375091876	0.8708801863325668	1.0	14.13116490744298	2	8.385337350645306e-05	0.0009683263102673904
LARP6				9.732670130912414	0.0209807201997769	0.1587724239620814	18.319140273764354	0.0003779693476918	0.0057369740270347	14.025905202338386	2	9.187500190336983e-05	0.0010517152928435124
RAB3D	15.044190148257732	0.0017792721854163	0.0201175256058626	1.9042286836122904	0.5925203129680074	0.9584029323679027	16.351408660140507	0.0009605512310625	0.0128462624349766	11.09994249733684	3	0.00011841240189924162	0.0013234656450458715
DST	23.38439394170255	3.357774926672823e-05	0.0006275700974062	3.6355166241376162	0.3036066968656739	0.7836305708029376	6.192465808291192	0.1026127147484991	0.4564372250060657	11.070792124710453	3	0.00012264479676883308	0.0013592077992422222
FKBP11	12.498739139331029	0.0058560967302601	0.0545128693686737				14.860483862070847	0.0019398410939316	0.0230504122476105	13.679611500700936	2	0.00012400238809591734	0.001371682169536223
IRF5	22.704176256739693	4.65418541440122e-05	0.0008419684859109				4.400818030539581	0.2213095487424997	0.6868601690585736	13.552497143639636	2	0.00013839367160438842	0.0015237478274877964
MYOM1	21.002005295577348	0.0001051752800186	0.0017722681631258	7.327358836256057	0.0621642754715778	0.3300964135437861	4.343405641750453	0.2266907173755214	0.6950384078466926	10.890923257861287	3	0.00015224945600357073	0.0016669905715205775
