Gene	Chi^2-statistic of rep3	pvalue of rep3	BH-corrected P-value of rep3	Chi^2-statistic of rep2	pvalue of rep2	BH-corrected P-value of rep2	Chi^2-statistic of rep1	pvalue of rep1	BH-corrected P-value of rep1	Average Chi^2-statistic	Number of detected	combined_pvalue	BH-corrected combined pvalue
MYL4	72.96601764045377	9.8847385606141e-16	8.10041652300581e-14	29.492098339640783	1.7648423606322158e-06	5.184762496052449e-05	81.0722294266428	1.8072835662670023e-17	2.1525810382220158e-15	61.17678180224578	3	9.275089225405671e-35	9.620871060563339e-33
HMBS	72.45714409125884	1.2705335292271409e-15	1.0323623286635448e-13	33.77947724635548	2.205338905179113e-07	7.699509308081859e-06	54.83420535415122	7.448751409425866e-12	4.359026547342628e-10	53.69027556392185	3	4.449091541008627e-30	3.679056466603287e-28
TIMP3	55.828944147901844	4.569288905851798e-12	2.5471129086806417e-10	48.02415215724505	2.104428289754956e-10	1.0635456818223122e-08	55.781082010805676	4.6780175885632035e-12	2.835943117761309e-10	53.21139277198419	3	8.846877456400354e-30	7.214781098064428e-28
CPOX	45.352507085735134	7.786576901633479e-10	3.332933005931331e-08	48.30936825471893	1.829935306622824e-10	9.37939181628592e-09	57.44637492772362	2.0635802904744067e-12	1.2896103000470922e-10	50.369416756059216	3	5.19797946351457e-28	3.9655553003909536e-26
CAST	44.47155011666315	1.1982916708562684e-09	5.0837259027300474e-08	27.10588778677341	5.593970533861084e-06	0.0001454231116842	73.14647628812311	9.04276736779381e-16	8.101679365623413e-14	48.241304730519886	3	1.0900916167106721e-26	7.81232325309315e-25
EPB42	76.00894479428449	2.2021392759628396e-16	1.902172196210064e-14	14.708133576043634	0.002083844351572	0.0261912054414105	49.60095495777461	9.715825560873242e-11	4.993046597882269e-09	46.77267777603424	3	8.868846116464637e-26	6.1690650192467246e-24
SLC4A1	82.81624247023058	7.635394819925816e-18	7.871845756284811e-16	2.785032198183498	0.4259698145194464	0.8858946329588602	45.387481933440974	7.654421043616737e-10	3.5547412222741216e-08	43.662918867285015	3	7.424922669050547e-24	4.670197370293762e-22
RHCE	60.94908696693649	3.685152829446798e-13	2.279564214757155e-11				37.80439215745603	3.1092459936705065e-08	1.1162413631177378e-06	49.376739562196256	2	4.566207948921785e-19	2.2976769785531968e-17
CYB5A	47.6447941622157	2.5342905284860683e-10	1.1516008335130058e-08	15.171710536018095	0.0016756372374105	0.0218195140806594	40.05343023628764	1.0380810647495116e-08	4.1376112990252206e-07	34.28997831150715	3	4.128673367127075e-18	1.9846163644828317e-16
C1GALT1C1	9.270810765391428	0.0258987997508622	0.1704308112637387	87.98971561034935	5.919516975057028e-19	8.071763995988137e-17	0.9654516131059347	0.8096108090128825	1.0	32.7419926629489	3	3.592964153980257e-17	1.597248162436712e-15
CEACAM8	28.158356376534638	3.3644113860729714e-06	7.810648031396525e-05	27.552172819366678	4.5094331533189315e-06	0.0001202570974134	27.207767053113862	5.325467822082613e-06	0.0001302295561129	27.639432083005055	3	4.244765658287672e-14	1.534995532393019e-12
DOC2A	63.642414807280645	9.788329302908384e-14	6.562972122817175e-12							63.642414807280645	1	9.788329302908384e-14	3.3844150294412763e-12
HOXB13	63.35435001160607	1.1279908987066888e-13	7.4076552991779e-12							63.35435001160607	1	1.1279908987066847e-13	3.8439459300307045e-12
PDCD4	32.99461941789893	3.229100308917927e-07	9.325486072862973e-06	21.43421607850997	8.552955302097466e-05	0.0016571637525002	17.96080646276347	0.0004481126088704	0.0066229081054074	24.12988065305745	3	5.167041709992708e-12	1.5707009825363438e-10
ARG1	32.15553407459295	4.852977913323319e-07	1.3448078680041612e-05				32.13610085818565	4.898965754149243e-07	1.4587390969119687e-05	32.145817466389296	2	6.018267001616202e-12	1.8201024883404498e-10
MYH10	18.20178588149809	0.0003996469589265	0.0055938905725362	25.16727825495985	1.4245635369277112e-05	0.0003397795604414	26.890897344987398	6.205707916577501e-06	0.0001478272634057	23.41998716048178	3	1.3540350295868732e-11	3.943710400213e-10
CBS	18.555337442617606	0.0003378215815574	0.0049002017004122	9.177382422970236	0.0270231301855281	0.1918429880656306	38.241542568681496	2.5124860811323223e-08	9.3861288137947e-07	21.99142081142311	3	9.322196066778415e-11	2.516780102503533e-09
HIST1H1D	18.701022355073565	0.0003152044558072	0.004635245893067	21.2739383787389	9.234743827476362e-05	0.0017655950698722	24.71458338782608	1.771434998253861e-05	0.00037915450152900006	21.56318137387952	3	1.6578844567913294e-10	4.3086777366060365e-09
HBM	16.015535986615056	0.0011256977619687	0.0135763398009514				38.54475165596111	2.167177749867241e-08	8.21741855417826e-07	27.280143821288082	2	5.686695735876249e-10	1.4156879384576136e-08
METAP2	20.01783163356051	0.0001683041887999	0.0026895009370234	16.75200486551027	0.0007947772967718	0.0116982800891444	21.41646809693697	8.625912859486421e-05	0.0015134963914981	19.395434865335915	3	2.9933730350206435e-09	6.886505085431734e-08
CDH26	40.91129463833968	6.828700193688086e-09	2.5575616194172404e-07							40.91129463833968	1	6.828700193688086e-09	1.4981332057581002e-07
UROD	10.082612865738431	0.0178767925814868	0.1296540750917517	17.414308279508614	0.0005807670396796	0.0090068742398381	23.953133920005538	2.5549126653042528e-05	0.0005162861441824	17.150018355084196	3	5.742287542043762e-08	1.122356201399463e-06
DCTN2	1.417715225920077	0.7013874884405198	1.0	48.255088676021614	1.879264073582373e-10	9.564395394211136e-09	0.6352907814765121	0.8883079308812443	1.0	16.769364894472734	3	9.4265886184008e-08	1.7949985573685901e-06
GYPA	23.68182287496079	2.910732471431155e-05	0.0005504556792126	4.219733467207616	0.2386936023180801	0.6992455062637881	22.35622465136484	5.499344500613375e-05	0.0010291194773421	16.752593664511082	3	9.634360318072467e-08	1.828672724898988e-06
ORM1							35.30498060634678	1.0502569689796882e-07	3.53249221061474e-06	35.30498060634678	1	1.0502569689796882e-07	1.9775937353797483e-06
PHF6	20.301824816179785	0.0001469669590666	0.0023923925357056	9.312886404207816	0.0254075540586169	0.18417291191737697	20.431562128453173	0.0001381375342445	0.0023192444389575	16.682091116280258	3	1.0558698557397572e-07	1.9850017558223574e-06
PARP6	12.486918803821151	0.0058883881731234	0.0545486626124707				25.930486119878484	9.86243215098615e-06	0.0002258987852863	19.208702461849814	2	9.308410055360157e-07	1.5287770681199147e-05
RFESD	13.978599813353874	0.0029344272755232	0.0306818851883499	11.153766720800881	0.0109228057215573	0.0965025879580619	19.10910739149254	0.0002595578731391	0.0041058811057196	14.747157975215766	3	1.273924141851047e-06	2.0412131405675648e-05
GSTM5	15.869415303549873	0.0012060724185613	0.0144187311086857				21.376572498706672	8.792184348320077e-05	0.0015346909369378	18.622993901128265	2	1.576752210906838e-06	2.4728242564951402e-05
ALOX5	16.521677499734412	0.0008862638228929	0.0110788755331124	10.1384036271422	0.0174255593920393	0.1386944027822341	16.867170683306114	0.0007526164586986	0.0103807752423229	14.509083936727572	3	1.724618572460709e-06	2.679844233817068e-05
WNK3	29.677863993765772	1.6130466588143228e-06	4.0592890721028165e-05				6.093684611932738	0.1071401685948989	0.4689524716190044	17.885774302849253	2	3.053250487602472e-06	4.55867260301758e-05
HIST1H1C	19.277162782888546	0.0002395908534597	0.0036579571703374	12.073713326574405	0.0071348685012606	0.0688433840568902	10.339660811791267	0.0158889658500932	0.1249882597252093	13.896845640418071	3	3.743432598138313e-06	5.5125890999982005e-05
CDH5				26.595014927950057	7.158154449203721e-06	0.0001827985236904				26.595014927950057	1	7.158154449203721e-06	0.00010149301722042444
CTSE	21.02017243974826	0.0001042655293595	0.0017600315061603				9.54781998211698	0.0228280401882771	0.164843850831753	15.283996210932619	2	3.0645837811495116e-05	0.0003867524355612911
SLC25A37	15.544567196621216	0.0014057464915510002	0.0164169273580894				13.503477165868613	0.0036651687933529995	0.0386925639873895	14.524022181244913	2	5.9576390003283886e-05	0.000710172189303258
RAD18	8.533470736127112	0.036181888118651	0.2184584025702939	22.61699000922109	4.8529512655132256e-05	0.0010020651084532	2.7457033137281512	0.4325162845546371	0.8945444054813373	11.298721353025453	3	9.314359689384919e-05	0.0010641768437389051
MGAM	11.882483090536821	0.0077967591306134	0.0676518792256301	1.6924474364472744	0.6386142069156246	0.9798863850062036	20.2476701777484	0.0001508166857722	0.0025237489698486	11.274200234910829	3	9.594775530845168e-05	0.0010941004884497984
CTTN	14.822434075614106	0.0019748536935872	0.0218900545827912	4.377594631186504	0.2234718988462973	0.6788698667348427	14.182324562245554	0.0026671949897315	0.0299696804395581	11.127451089682054	3	0.00011455021984963	0.0012827238160245025
HUG1	6.391643086889519	0.0940351953133383	0.4126359051095141	12.302491055184948	0.0064156259059288	0.0638646396999282	14.053642117739049	0.0028330385041851	0.0315183316663416	10.915925419937839	3	0.00014774871488327157	0.0016192108929515164
TACSTD2				3.041401983399884	0.3852857498424534	0.858871102440287	23.40076402157378	3.331480298235592e-05	0.0006536415995995	13.221083002486832	2	0.0001841340443126869	0.00198485421512992
KIAA1432	25.454781979433108	1.2403456284787707e-05	0.0002552024439024	1.8328691586231736	0.6078084930273364	0.9649894505950264	4.600337720584685	0.2035131122120508	0.655541440672861	10.629329619546986	3	0.0002082031816057192	0.0022080741008857667
USP32	2.606615870567478	0.4563308796642148	0.9060468987824584	23.186234473571226	3.6929612217658796e-05	0.0007826695234516	6.087366252160053	0.1074361750081845	0.469638961909698	10.626738865432918	3	0.00020884769677323507	0.002212924744035398
OLFM4	12.454880856779633	0.0059767991153447	0.0552076588804678	6.037531761151513	0.1097984327972515	0.470090802029465	13.070078197902625	0.0044874822907441	0.0455223153421776	10.52083027194459	3	0.0002369389267709417	0.002481667678535328
EXTL3	13.459584339134965	0.0037411495104098	0.0379176971520186	4.503767640563676	0.2119544685231784	0.6602564413866424	13.518068690525489	0.0036402501389146	0.038509814426721	10.49380689007471	3	0.0002446806852362981	0.0025559621050523186
FAM115C				18.894679802853577	0.0002874554138829	0.0048996232927645				18.894679802853577	1	0.00028745541388296077	0.0029455461604558147
DTNA	1.9502422318573112	0.5827980721172994	0.9768999852203962				23.44409689588681	3.2628627580315034e-05	0.0006439224671015	12.69716956387206	2	0.00028855572334635283	0.002954260977117422
POMP	8.145655015400653	0.0430954416100951	0.2493657780069961	4.959643629845996	0.17477619989363802	0.6043577017374746	17.775630926757323	0.000489287947724	0.0071376818195363	10.293643190667991	3	0.00031028039887108635	0.0031494126323181088
KLF1	7.118771633122496	0.0682069381353914	0.3360576170822882	12.682445851054444	0.0053761719211383	0.0552682709446187	10.826894940317464	0.0126997105677398	0.1062577436262798	10.2093708081648	3	0.00034279792567484064	0.0034469264210076444
ALS2CR11							18.02600891234994	0.0004344501493357	0.006468196046875	18.02600891234994	1	0.00043445014933574317	0.004228290548061863
ATP10B	17.705841348651443	0.0005057640330393	0.0068299514771568							17.705841348651443	1	0.000505764033039359	0.004858375053363461
HLTF	12.713222228362953	0.0052996657720517	0.0502106674134708	5.506130650358903	0.1382723960834506	0.5340965293934246	10.04325911453016	0.0182019736958763	0.1387626368200695	9.420870664417338	3	0.000862089979692251	0.007890258521564138
RC3H2	13.314910208447365	0.0040028007465477	0.0402294062451782	9.41401550633763	0.0242639057235068	0.1771265117815998				11.364462857392494	2	0.0008925416858216926	0.008137475277441414
PICALM	11.821547449714409	0.0080201466871324	0.0691521280901308	5.8978249292206515	0.1166884728933316	0.4880252277778403	10.414526011192713	0.0153520688910205	0.1218059133641788	9.377966130042587	3	0.00090594211683706	0.008227930515820455
SRI	10.968287681708519	0.011898597840651	0.0938960955523965	9.471123047895471	0.0236405553595798	0.1745151109128538	7.593607612002421	0.0552014302997068	0.3127360270588877	9.344339447202136	3	0.0009418246205574924	0.008514584203434516
OR4C46							16.181921502225133	0.0010406356744489	0.0135940587975759	16.181921502225133	1	0.0010406356744489653	0.0092662024475595
MTTP	15.794311172402187	0.0012495751651754	0.0148831387375182							15.794311172402187	1	0.0012495751651754475	0.010896922070943707
HMGN5	9.11928895248814	0.0277462068185443	0.1791452060445813	4.72584632745968	0.1930084904701907	0.6340328911945764	13.13902952715224	0.0043453920618935	0.0444820518044588	8.994721602366686	3	0.0014072285663674624	0.0120321603740385
KHK	5.373871268805819	0.1463801807654524	0.5346640659730125				16.253509490369222	0.0010060311309634	0.0133138028364364	10.81369037958752	2	0.0014142162637060805	0.012074445717201732
LPIN2	4.02672106558862	0.2585931564752805	0.7228545726778394	2.657808503038042	0.4474449780869104	0.8945186325405536	19.705207905977648	0.0001953724551447	0.0031902431223958	8.796579158201437	3	0.0017634386041669192	0.014592485300401553
TNKS1BP1	6.902292415973227	0.0750781172424478	0.3579557375040226	10.30415146904512	0.0161500399312413	0.1314373182241909	8.06110891619305	0.0447655075650389	0.270248061173795	8.422517600403799	3	0.002689041198103753	0.021016465411485045
WDR41	18.84419726482152	0.0002944456926367	0.0043974225872286	5.848274743533723	0.11922989983721999	0.4937962671195352	0.2946342015711571	0.9610344631103752	1.0	8.329035403308799	3	0.0029854766208038197	0.022805724186695842
ALAS2	11.227311244631471	0.01055812639532	0.0854272707833993	10.83687730160702	0.012641449079923001	0.1098073948324565	2.8063323980425965	0.4224585521958542	0.8875223868916432	8.290173648093695	3	0.003117797201749955	0.023542753455104225
H3F3A	2.5633632716265766	0.4639486691520426	0.9102393779066472	14.953796009374814	0.0018565621836521	0.0239168893070477	7.342227801566306	0.0617539246274648	0.3339726137438322	8.2864623608559	3	0.00313072627861241	0.02361022847231617
ENDOG	13.409705868182217	0.0038293862995341	0.0386485850946671				5.80367617379008	0.1215624257111044	0.5033529643759598	9.606691020986151	2	0.003818037721235197	0.027972921966298768
PIAS2							13.302694678429829	0.0040257053464074	0.0419302890195774	13.302694678429829	1	0.004025705346407465	0.029258737382463606
RPS27	18.335119824653596	0.0003751095377823	0.0053124819028909	0.9713428215489162	0.808185673695167	1.0	4.460395008788981	0.2158502842183354	0.6780230460522583	7.922285884997161	3	0.004685527737703896	0.033257122147868294
USPL1	4.786306507259441	0.1881304669272969	0.6164712634651137	8.123459450002322	0.04352790388193601	0.2604107295983044	10.630128007946208	0.0139036543773663	0.1135166104164975	7.846631321735991	3	0.00509117401342833	0.0358565412202442
RPS27A	4.340861246989974	0.2269319654515461	0.6780379198346602	12.092661525120153	0.0070723887515049	0.0685149510819386	6.901694944146322	0.0750979766318869	0.3758239819185481	7.778405905418816	3	0.005485784963311492	0.0382710366909489
DEFA1				12.6298323458902	0.0055095003313961	0.0563982420609069				12.6298323458902	1	0.0055095003313961844	0.038391185279174934
BCCIP	5.43296565580989	0.1427034434934865	0.5276670328636904	7.381467501040825	0.0606835663048838	0.3260670138924872	10.39142300559268	0.0155158191638487	0.1224334787332852	7.735285387481133	3	0.005750178335870907	0.03985689262700673
PLXNA4				12.483462167901564	0.0058978644266021	0.0593647161713844				12.483462167901564	1	0.00589786442660219	0.04061866444063535
ASNS	5.485362306080481	0.1395167395656159	0.5213119637393318	8.721467044652613	0.033232780050694	0.2215620861866843	8.864574853328017	0.031146692232954	0.2074533632673859	7.69046806802037	3	0.006037929836477624	0.04143849118766565
ALDH3B1	2.042112944471646	0.5637121730706984	0.9667094107318648	12.153646744230544	0.0068749433921639	0.0670515734077851	8.69533444662483	0.0336282003871497	0.2190810171940178	7.630364711775673	3	0.006445592398117517	0.0436535682174912
SLC31A1	14.118924453111887	0.0027476650503157	0.0292068874749753				3.54631086577165	0.3148052415258947	0.8011785483177873	8.83261765944177	2	0.0071255795060582204	0.04765835840449008
