Gene	Chi^2-statistic of rep3	pvalue of rep3	BH-corrected P-value of rep3	Chi^2-statistic of rep2	pvalue of rep2	BH-corrected P-value of rep2	Chi^2-statistic of rep1	pvalue of rep1	BH-corrected P-value of rep1	Average Chi^2-statistic	Number of detected	combined_pvalue	BH-corrected combined pvalue
PSAP	18.9463360300042	0.0002804735108238	0.0042084194394032	13.408278037723438	0.0038319422896753	0.0426053029653593	13.195798202999008	0.0042317566311924	0.0434065898016132	15.183470756908882	3	7.296865681407704e-07	1.2273888575056345e-05
DNAJC11	24.46119979684273	2.001114737846128e-05	0.0003964191757534	12.09967770015658	0.0070493910336418	0.0683838241612482	5.04334231299218	0.1686507798592953	0.6024772389892401	13.868073269997163	3	3.881720521325405e-06	5.694955975765871e-05
AGR2	29.26595542233904	1.9689937999253896e-06	4.865647565382638e-05	0.630041993903923	0.8895218062581403	1.0	11.218270271528922	0.0106023015346525	0.0920563471156285	13.70475589592396	3	4.768004965961485e-06	6.93501337300056e-05
FABP3	8.191952657306379	0.0422068092314811	0.2451113791105033	5.683743573389757	0.128052553532027	0.5134179219838886	27.1778133677495	5.403048148485663e-06	0.0001314914890751	13.68450319948188	3	4.891013025027107e-06	7.087773164331561e-05
FCGRT	14.31936922641007	0.0025011472115467	0.0267944128092847	16.69381519697798	0.0008169639365919	0.0119760616019272	9.000436069166179	0.0292850893193574	0.1984486240088186	13.337873497518077	3	7.555471138727502e-06	0.0001066150909492
FAM129B	15.50059584671428	0.001435182822209	0.0166996758487145	10.501220432001402	0.0147526205359179	0.1245527904358398	13.08425097664482	0.0044579054064259	0.0453130866813814	13.028689085120163	3	1.1116085490725688e-05	0.0001516121233308
HMOX1	8.217016625208904	0.0417332149515337	0.2432450242889396	9.984490174682122	0.0186984357905044	0.1459326084859348	20.007419607959697	0.0001691425117025	0.002811820670734	12.73630880261691	3	1.5989307842790896e-05	0.0002112553801575
CD1A	24.153394939231973	2.3204036675674115e-05	0.0004521957391186							24.153394939231973	1	2.3204036675674115e-05	0.0002985720714797
ALKBH3	17.725219913459657	0.0005011345589123	0.0067769790562087				8.726389824403977	0.0331588025573205	0.2170004635360785	13.225804868931816	2	0.0001833877598274	0.0019786133758755
PC	9.498338024249891	0.0233490476363977	0.1584364251505884	10.551046987467949	0.0144185843814556	0.1223041189257983	11.971017381446533	0.0074831050096524	0.069567451898734	10.673467464388125	3	0.0001975179823103	0.0021137105346789
ATP6V0A1	7.942486730868053	0.0472154066979431	0.2672380870247219	10.315560308945336	0.0160657022692942	0.1308983430667301	13.08111220690018	0.0044644389641868	0.0453339820194861	10.44638641557119	3	0.0002588698201753	0.0026875641998015
EIF4ENIF1	4.902343904787482	0.1790892684045675	0.599548849672833	0.9852802149574424	0.8048136491651257	1.0	25.37047667456494	1.291754373098595e-05	0.0002874224455659	10.419366931436622	3	0.0002673121839096	0.0027703475676877
MAP1LC3A	12.278012251999412	0.0064890246533604	0.0589732401672227	2.992026719735605	0.392856133596831	0.8629699931624005	15.655416430006529	0.0013341720455254	0.0170115337391688	10.308485133913848	3	0.0003048752613034	0.0031025386961388
TRMT44				9.962757400132697	0.0188853784990526	0.1470739551860487	15.006422682475492	0.0018111685591738	0.0218029375660838	12.484590041304097	2	0.0003459702869482	0.0034729190519214
ATP6V0D1	8.082618637351999	0.0443347327028742	0.2546922810995558	8.059370807749987	0.0448004941925019	0.2656055549870482	14.311791792153915	0.0025100545537348	0.028520530080821	10.151260412418631	3	0.0003671413613709	0.0036605789192344
IGLC3	4.274284515327899	0.2333290331801347	0.6879332011473345	19.183065643515523	0.0002505745102715	0.0043531297733959				11.728675079421713	2	0.0006569159595173	0.0061310427950222
SDCBP	10.113284567327806	0.0176273180678792	0.1290158210952868	6.107622080413781	0.1064899750357385	0.4622240538037733	10.897878580794192	0.01229109768529	0.1035233552128757	9.039595076178593	3	0.0013368581126631	0.0114969797689031
S100A4	5.302447298803091	0.1509436683943663	0.5430573705685496	15.11667135425444	0.0017196114050323	0.0223117264347735	6.134312196181594	0.105255388589181	0.4637099887192642	8.851143616413042	3	0.0016574367824407	0.0138510176341779
PKIB							14.363288883297292	0.0024501330050462	0.0280601205238552	14.363288883297292	1	0.0024501330050462	0.0193410031940398
GBE1	8.714934480289825	0.0333311979521951	0.2057820514910798	5.810390198833389	0.1212085187787098	0.4991304645092512	10.623435847362794	0.013946519205879	0.1136832209664412	8.382920175495336	3	0.002810955037564	0.0217536278266984
SAMD9L	1.3393981240296586	0.7197995361150084	1.0	19.84859457192579	0.0001824578307647	0.0032883360172986	3.236609999483582	0.3565632443868596	0.8387189326609122	8.141534231813012	3	0.0036781675470676	0.0270992718031621
RGS22	16.97527323830323	0.0007150663104471	0.0092027594423723				1.612598737544779	0.6565365264641654	0.9935389826492091	9.293935987924003	2	0.0049193425472377	0.034749836093839
CDK16	3.465894722769176	0.3252124742335296	0.7987031769854207				14.91749174894977	0.001888532792851	0.0225732066054589	9.191693235859471	2	0.0053422247004508	0.0374018988057026
THRA	9.257252728743053	0.0260590684068921	0.1711331149899192				8.333227514133686	0.0396042446500842	0.2458328466201428	8.795240121438368	2	0.0073414004353961	0.0489633728982284
