Gene	Chi^2-statistic of rep3	pvalue of rep3	BH-corrected P-value of rep3	Chi^2-statistic of rep2	pvalue of rep2	BH-corrected P-value of rep2	Chi^2-statistic of rep1	pvalue of rep1	BH-corrected P-value of rep1	Average Chi^2-statistic	Number of detected	combined_pvalue	BH-corrected combined pvalue
NRG2	31.438356495037173	6.872676216035172e-07	1.861446880207492e-05							31.438356495037173	1	6.872676216035172e-07	1.1693438310016676e-05
FAM150B							31.209344357918845	7.679986136454227e-07	2.177932202954134e-05	31.209344357918845	1	7.679986136454227e-07	1.284523848141036e-05
CD34	26.68776375540584	6.844877329630424e-06	0.0001491560996284	7.180400840005758	0.0663647405298649	0.3433199569143408	11.006875239042031	0.0116887565915222	0.0991096915683176	14.958346611484544	3	9.730843523642227e-07	1.5937288735051154e-05
FLI1	13.477664391378552	0.0037096649236123	0.0376782492453342	19.15068701030313	0.0002544686736754	0.004410180107081	11.5909455637516	0.0089242130557363	0.0801674649301465	14.73976565514443	3	1.285978406248222e-06	2.054958737011517e-05
IFIT1B	30.05335269370039	1.3448505898615325e-06	3.438513988157966e-05							30.05335269370039	1	1.3448505898615325e-06	2.140357769194161e-05
IQGAP3	2.810132762792127	0.4218345991092034	0.8830895494015376	25.30736529057526	1.3316248671222668e-05	0.0003218613014947	15.494955384118894	0.0014390027959955	0.0181425458364366	14.537484479162094	3	1.6634864348637597e-06	2.5950827298501268e-05
SASH3	6.641431894717486	0.0842485846450324	0.3835590833696919	12.736110069646854	0.0052434686682899	0.0543680746997577	24.03123454913122	2.460769645069718e-05	0.0005002576684073	14.469592171165187	3	1.81333984234873e-06	2.806641837143159e-05
TIMM21	27.3279747162393	5.025147036703737e-06	0.0001131011966852	4.159597142109895	0.2447382358052749	0.7097605257482832	11.72807472385208	0.0083751535380732	0.0761815403588982	14.405215527400424	3	1.967757411545559e-06	3.033732906326758e-05
PLP2	17.10826561786781	0.0006714156017996	0.0087229441599658				19.0385296278391	0.0002684292254651	0.0042264035437159	18.073397622853456	2	2.581317499541654e-06	3.89337747858164e-05
UVRAG	40.78911854505103	7.248505529710545e-09	2.693746938715686e-07	1.0366476226544292	0.7923852796777223	1.0	0.7434297582990154	0.8629443494629252	1.0	14.189731975334825	3	2.5856681858354512e-06	3.894971502866779e-05
GGH	12.626605557589611	0.0055177829702804	0.0518671599206363	17.02939509442643	0.0006969721384308	0.0105376938168199	12.584941958865755	0.0056258390396265	0.054818088967449	14.080314203627266	3	2.9694498877960006e-06	4.439158650213364e-05
PLS3	18.179755131017256	0.0004038522031835	0.005644511551201	8.461136156441025	0.0373834561471735	0.2363694117022078	15.459924163210903	0.0014629544973549	0.0183077272326591	14.033605150223062	3	3.149983649623557e-06	4.691253987002339e-05
SPRED3							27.95447804450899	3.712827345060918e-06	9.397166010349184e-05	27.95447804450899	1	3.712827345060918e-06	5.474337076726353e-05
MAP7							27.299158155738446	5.0955643253158925e-06	0.000124909184575	27.299158155738446	1	5.0955643253158925e-06	7.375158891904582e-05
FNBP1	31.386291786436608	7.048434374590829e-07	1.898325527628564e-05	1.4850745198479671	0.6857193829936192	0.9887657583589158	7.637065636920795	0.0541392911452758	0.3080979109357912	13.502810647735124	3	6.144777216262592e-06	8.775602727331539e-05
TREX2	6.5350960544871874	0.088288630823287	0.3964924554256097	1.839363707304266	0.606406643305051	0.9646711008508922	31.516751686967	6.616250268890152e-07	1.919281310092948e-05	13.297070482919484	3	7.951223537938967e-06	0.0001115340668281
HVCN1	10.11557237292519	0.0176088475258441	0.1289790909685209	4.981527790962449	0.1731547781713405	0.6027888159172823	24.65366789136933	1.824130355006317e-05	0.0003887893834543	13.25025601841899	3	8.430577176314396e-06	0.0001179781953963
ATL1	32.58959301114524	3.930973448007925e-07	1.1118045256489668e-05				0.8527438323311552	0.8368141696943958	1.0	16.7211684217382	2	8.618352733342868e-06	0.0001203211582901
DNMBP	0.3435821350847353	0.9516338492947573	1.0				32.787936737554816	3.570046266448395e-07	1.1019252561440104e-05	16.565759436319777	2	9.892161200483008e-06	0.000136493356121
LAIR1	9.91237937408314	0.0193258164920874	0.1372562433526925	8.605811527340792	0.0350179804302602	0.2288200222147293	20.642216160093884	0.0001249124312719	0.0021147382177209	13.053469020505938	3	1.0778038130465911e-05	0.0001476828515559
PSME1	12.948765858036245	0.0047487224220938	0.0458979340554797	14.71013469016882	0.0020818858334279	0.0262121758156517	11.342043010428952	0.0100130588347791	0.0880731604198995	13.000314519544672	3	1.1516052668887084e-05	0.0001559877695413
GAMT	6.70354196166745	0.0819718331473633	0.3778586231812115	16.062792865209012	0.0011008598851226	0.0153293148165342	16.228082713096217	0.0010181891699256	0.0134395660447552	12.998139179990892	3	1.1547296637453152e-05	0.0001562320168625
KCNQ3	25.25209477376645	1.3675483870014237e-05	0.000277797752851							25.25209477376645	1	1.3675483870014222e-05	0.0001823140887969
GPT2	12.201864932385096	0.0067226969253797	0.060751383713988	12.402115200236906	0.0061252788445929	0.061142804157283	13.287516004285	0.0040543468116175	0.0420124944941822	12.630498712302334	3	1.823019278274386e-05	0.0002379382225783
DBN1	4.624556652099486	0.201445581612708	0.6399801976483248	7.273259448560938	0.0636797213026728	0.3351881615836973	25.91839690169065	9.920074629739297e-06	0.0002267061750597	12.605404334117026	3	1.8805580446593653e-05	0.0002446380514642
ALCAM	18.10759884993795	0.0004179359544626	0.0058328528841161	7.945674444796213	0.0471478954589294	0.2756778644673811	11.739359957876328	0.0083314823935955	0.0759207270501901	12.59754441753683	3	1.8989460482369447e-05	0.0002467586485758
N4BP3				24.445224780580627	2.0165520899919133e-05	0.0004540069144664				24.445224780580627	1	2.0165520899919133e-05	0.0002611799393664
PCDHGC4	7.328538238156264	0.0621316302747005	0.3168713144009726				24.11273018794721	2.3662192595237184e-05	0.0004829758827302	15.720634213051738	2	2.087571785211196e-05	0.0002700824547059
CMTM6	26.5166705483026	7.4338918073550336e-06	0.0001598120059392				4.89925558527185	0.1793245406247208	0.6202533820583102	15.707963066787224	2	2.1110003085288108e-05	0.0002728150671951
PSME2	12.64309670274612	0.0054755818568076	0.0515209802189124	17.004246437663323	0.0007053226081887	0.0106195135195423	7.559867742255923	0.0560399834829615	0.3155443786326486	12.402403627555122	3	2.41691224237246e-05	0.0003089728353086
LIMD2	15.156487729674156	0.0016876868119646	0.0192179823671227	4.36943573512277	0.2242361923675687	0.6789086561543443	17.55208295460806	0.0005440356006145	0.0078236028702011	12.359335473134996	3	2.5487942868974372e-05	0.0003251293683124
ACTN1	11.541783311852448	0.0091295868873009	0.0767173348601589	14.846290721764886	0.0019528287275791	0.0248033272657547	10.51520973962427	0.0146580748844895	0.1182456973151969	12.301094591080536	3	2.738493039276361e-05	0.0003470812453316
CHCHD6	0.5785115794344095	0.9013335482719894	1.0	1.7988305389988994	0.6151894566803435	0.9677784508987468	34.094639456634866	1.892107639078989e-07	6.061929663935343e-06	12.157327191689392	3	3.2684557110146536e-05	0.0004102918129803
RUNX1	11.634367274895604	0.0087466169314308	0.0740181492838118	8.716981410171137	0.0333003288222396	0.2218078123486875	15.542702394578177	0.0014069826145801	0.0178276495494483	11.964683693214972	3	4.139995416160133e-05	0.000512622469069
ERAP1	11.740109418725147	0.0083285901347194	0.0711082121208284	15.09047273566026	0.0017409434247355	0.0225480253235905	8.946110555829103	0.0300160230771513	0.2020493468305051	11.92556423673817	3	4.3431441251074495e-05	0.0005355336734034
STK35							22.83036180721766	4.380790096769367e-05	0.0008368135648998	22.83036180721766	1	4.380790096769367e-05	0.0005396129468156
ST3GAL4	19.883273328848595	0.0001794641863485	0.0028347654344485	2.634564942909128	0.4514620634332126	0.8965969586237504	13.100043740033453	0.0044251750368395	0.0451617662025847	11.872627337263728	3	4.633766332184303e-05	0.0005684054655402
ASAH2B				22.71280483637616	4.634960795058519e-05	0.0009653274255299				22.71280483637616	1	4.634960795058519e-05	0.0005679628124514
REEP2				22.34285886622739	5.534695220107992e-05	0.0011267392212879				22.34285886622739	1	5.534695220107992e-05	0.0006644443754089
STK16				22.17868874763333	5.98782167000823e-05	0.0012087705924343				22.17868874763333	1	5.98782167000824e-05	0.0007109035265848
ATP9B	24.67171333199618	1.80835918494816e-05	0.0003597209100681	2.0771367879917544	0.5565519767807681	0.9472918361268512	7.968786440133575	0.0466612198179456	0.2777179244190957	11.572545520040505	3	6.681691358801961e-05	0.0007853976174734
SSR4	12.378183413467696	0.0061938180206561	0.0567746913786339	16.979068821756876	0.0007137822795285	0.0107245416510456	4.999327774753748	0.1718463745501716	0.6083121314496286	11.45219333665944	3	7.733718736604153e-05	0.0009001104730348
BBS10	27.55246057737677	4.508806385058359e-06	0.0001024417905685				0.7098692375091876	0.8708801863325668	1.0	14.13116490744298	2	8.385337350645307e-05	0.0009683263102673
LARP6				9.732670130912414	0.0209807201997769	0.1587724239620814	18.319140273764354	0.0003779693476918	0.0057369740270347	14.025905202338384	2	9.187500190336983e-05	0.0010517152928435
RAB3D	15.044190148257732	0.0017792721854163	0.0201175256058626	1.9042286836122904	0.5925203129680074	0.9584029323679027	16.351408660140507	0.0009605512310625	0.0128462624349766	11.099942497336842	3	0.0001184124018992	0.0013234656450458
DST	23.38439394170255	3.357774926672823e-05	0.0006275700974062	3.635516624137616	0.3036066968656739	0.7836305708029376	6.192465808291192	0.1026127147484991	0.4564372250060657	11.070792124710453	3	0.0001226447967688	0.0013592077992422
FKBP11	12.498739139331027	0.0058560967302601	0.0545128693686737				14.860483862070843	0.0019398410939316	0.0230504122476105	13.679611500700936	2	0.0001240023880959	0.0013716821695362
IRF5	22.704176256739693	4.65418541440122e-05	0.0008419684859109				4.400818030539581	0.2213095487424997	0.6868601690585736	13.552497143639638	2	0.0001383936716043	0.0015237478274877
MYOM1	21.002005295577348	0.0001051752800186	0.0017722681631258	7.327358836256057	0.0621642754715778	0.3300964135437861	4.343405641750453	0.2266907173755214	0.6950384078466926	10.890923257861289	3	0.0001522494560035	0.0016669905715205
PPP1R37	4.003504933077658	0.2610859091361475	0.7250663857486987	15.7414279545315	0.0012811380051387	0.0175355764453368	12.69803855763231	0.0053372748979442	0.0526139932490628	10.81432381508049	3	0.0001668933264801	0.0018122255148094
